"","id","task","stimulus","density","frequency","length","item","rt","log_rt","correct"
"1381","L6","lexdec","nonword","low","low","4","jeev",0.625,-0.470003629245736,TRUE
"1382","L6","lexdec","nonword","low","low","4","naln",0.688,-0.373966441048793,TRUE
"1383","L6","lexdec","nonword","low","low","5","shoth",0.531,-0.632993257740198,TRUE
"1384","L6","lexdec","nonword","low","low","5","plood",0.5,-0.693147180559945,TRUE
"1385","L6","lexdec","nonword","low","low","5","shond",0.796,-0.228156093137754,TRUE
"1386","L6","lexdec","nonword","low","low","6","sponts",0.516,-0.661648513500574,TRUE
"1387","L6","lexdec","nonword","low","low","6","cruled",0.579,-0.546452801409142,TRUE
"1388","L6","lexdec","nonword","low","low","6","froads",0.75,-0.287682072451781,TRUE
"1389","L6","lexdec","word","low","low","4","jolt",0.828,-0.188742124596877,TRUE
"1390","L6","lexdec","word","low","low","4","afar",0.61,-0.49429632181478,TRUE
"1391","L6","lexdec","word","low","low","4","numb",0.782,-0.245900538436826,TRUE
"1392","L6","lexdec","word","low","low","5","lions",0.719,-0.32989392126109,TRUE
"1393","L6","lexdec","word","low","low","5","discs",0.765,-0.267879445155601,TRUE
"1394","L6","lexdec","word","low","low","6","draped",1.062,0.0601539228197471,TRUE
"1395","L6","lexdec","word","low","low","6","hinted",0.563,-0.574475650842447,TRUE
"1396","L6","lexdec","word","low","low","4","grub",0.875,-0.133531392624523,TRUE
"1397","L6","lexdec","word","low","low","4","defy",0.672,-0.397496938458987,TRUE
"1398","L6","lexdec","word","low","low","5","mirth",0.719,-0.32989392126109,TRUE
"1399","L6","lexdec","word","low","low","5","roast",0.781,-0.247180129142451,TRUE
"1400","L6","lexdec","word","low","low","5","irons",0.953,-0.048140375327935,TRUE
"1401","L6","lexdec","word","low","low","6","taxing",0.547,-0.603306476560156,TRUE
"1402","L6","lexdec","word","low","low","6","inform",0.562,-0.576253429088446,TRUE
"1403","L6","lexdec","word","low","low","4","wrap",2,0.693147180559945,TRUE
"1404","L6","lexdec","word","low","low","4","putt",0.969,-0.0314906670913708,TRUE
"1405","L6","lexdec","word","low","low","4","itch",0.781,-0.247180129142451,TRUE
"1406","L6","lexdec","word","low","low","5","quart",0.985,-0.0151136378100482,TRUE
"1407","L6","lexdec","word","low","low","5","derby",1.015,0.0148886124937506,TRUE
"1408","L6","lexdec","word","low","low","5","baton",0.75,-0.287682072451781,TRUE
"1409","L6","lexdec","word","low","low","6","relied",0.672,-0.397496938458987,TRUE
"1410","L6","lexdec","word","low","low","6","clique",0.969,-0.0314906670913708,TRUE
"1411","L6","lexdec","word","low","low","4","oval",0.703,-0.352398387171472,TRUE
"1412","L6","lexdec","word","low","low","4","blur",0.687,-0.375420986759788,TRUE
"1413","L6","lexdec","word","low","low","5","farce",1.031,0.0305292050348228,TRUE
"1414","L6","lexdec","word","low","low","5","plush",0.594,-0.520875959619492,TRUE
"1415","L6","lexdec","word","low","low","5","truce",0.656,-0.421594490038048,TRUE
"1416","L6","lexdec","word","low","low","6","glazed",0.687,-0.375420986759788,TRUE
"1417","L6","lexdec","word","low","low","6","risked",1.953,0.669366651894542,TRUE
"1418","L6","lexdec","word","low","low","4","glee",0.843,-0.170788320980282,TRUE
"1419","L6","lexdec","word","low","low","4","dual",0.515,-0.663588378318401,TRUE
"1420","L6","lexdec","word","low","low","5","reins",0.657,-0.420071260497527,TRUE
"1421","L6","lexdec","word","low","low","5","lawns",0.641,-0.444725822061467,TRUE
"1422","L6","lexdec","word","low","low","5","idiom",0.891,-0.115410851511328,TRUE
"1423","L6","lexdec","word","low","low","6","glowed",0.532,-0.631111789640493,TRUE
"1424","L6","lexdec","word","low","low","6","weighs",0.578,-0.54818141030976,TRUE
"1425","L6","lexdec","word","low","low","6","melted",0.531,-0.632993257740198,TRUE
"1426","L7","lexdec","nonword","high","high","5","uares",0.86,-0.150822889734584,TRUE
"1427","L7","lexdec","nonword","high","high","5","taies",2.703,0.994362267294311,TRUE
"1428","L7","lexdec","nonword","high","high","6","eapped",0.938,-0.0640053299759124,TRUE
"1429","L7","lexdec","nonword","high","high","4","diae",0.797,-0.226900600191922,TRUE
"1430","L7","lexdec","nonword","high","high","4","tiue",1.234,0.210260925483196,TRUE
"1431","L7","lexdec","nonword","high","high","5","ients",0.625,-0.470003629245736,TRUE
"1432","L7","lexdec","nonword","high","high","5","ioles",0.703,-0.352398387171472,TRUE
"1433","L7","lexdec","nonword","high","high","5","aeeds",0.719,-0.32989392126109,TRUE
"1434","L7","lexdec","nonword","high","high","6","peeaed",0.89,-0.116533816255952,TRUE
"1435","L7","lexdec","nonword","high","high","6","uilled",0.75,-0.287682072451781,TRUE
"1436","L7","lexdec","nonword","high","high","4","iout",1,0,TRUE
"1437","L7","lexdec","nonword","high","high","4","uans",0.641,-0.444725822061467,TRUE
"1438","L7","lexdec","nonword","high","high","4","braj",0.687,-0.375420986759788,TRUE
"1439","L7","lexdec","nonword","high","high","5","aoped",0.672,-0.397496938458987,TRUE
"1440","L7","lexdec","nonword","high","high","5","wiwes",1.125,0.117783035656383,TRUE
"1441","L7","lexdec","nonword","high","high","6","xashed",0.657,-0.420071260497527,TRUE
"1442","L7","lexdec","nonword","high","high","6","grajes",1.328,0.283674051054242,TRUE
"1443","L7","lexdec","nonword","high","high","4","uood",0.766,-0.266573109241546,TRUE
"1444","L7","lexdec","nonword","high","high","4","aown",0.703,-0.352398387171472,TRUE
"1445","L7","lexdec","nonword","high","high","4","uabs",0.984,-0.0161293819298836,TRUE
"1446","L7","lexdec","nonword","high","high","5","oales",0.718,-0.331285709933913,TRUE
"1447","L7","lexdec","nonword","high","high","5","iared",0.688,-0.373966441048793,TRUE
"1448","L7","lexdec","nonword","high","high","6","oarrow",0.765,-0.267879445155601,TRUE
"1449","L7","lexdec","nonword","high","high","6","sjares",0.703,-0.352398387171472,TRUE
"1450","L7","lexdec","nonword","high","high","4","sanm",0.687,-0.375420986759788,TRUE
"1451","L7","lexdec","nonword","high","high","4","daie",0.766,-0.266573109241546,TRUE
"1452","L7","lexdec","nonword","high","high","5","eoods",1.375,0.318453731118535,TRUE
"1453","L7","lexdec","nonword","high","high","5","mioes",0.704,-0.350976922824095,TRUE
"1454","L7","lexdec","nonword","high","high","6","sxared",0.86,-0.150822889734584,TRUE
"1455","L7","lexdec","nonword","high","high","6","szores",0.594,-0.520875959619492,TRUE
"1456","L7","lexdec","nonword","high","high","6","stajed",1,0,TRUE
"1457","L7","lexdec","word","high","high","4","milk",0.656,-0.421594490038048,TRUE
"1458","L7","lexdec","word","high","high","4","blow",0.594,-0.520875959619492,TRUE
"1459","L7","lexdec","word","high","high","5","store",1.031,0.0305292050348228,TRUE
"1460","L7","lexdec","word","high","high","5","forms",0.844,-0.16960278438618,TRUE
"1461","L7","lexdec","word","high","high","6","failed",0.969,-0.0314906670913708,TRUE
"1462","L7","lexdec","word","high","high","6","locked",0.828,-0.188742124596877,TRUE
"1463","L7","lexdec","word","high","high","4","test",0.641,-0.444725822061467,TRUE
"1464","L7","lexdec","word","high","high","4","ship",0.703,-0.352398387171472,TRUE
"1465","L7","lexdec","word","high","high","5","sight",0.562,-0.576253429088446,TRUE
"1466","L7","lexdec","word","high","high","5","hills",0.516,-0.661648513500574,TRUE
"1467","L7","lexdec","word","high","high","5","sales",0.812,-0.208254938820459,TRUE
"1468","L7","lexdec","word","high","high","6","waters",1.204,0.185649346886629,TRUE
"1469","L7","lexdec","word","high","high","6","leader",0.844,-0.16960278438618,TRUE
"1470","L7","lexdec","word","high","high","6","paying",0.781,-0.247180129142451,TRUE
"1471","L7","lexdec","word","high","high","4","push",1.203,0.184818436992542,TRUE
"1472","L7","lexdec","word","high","high","4","sold",0.828,-0.188742124596877,TRUE
"1473","L7","lexdec","word","high","high","4","rise",0.797,-0.226900600191922,TRUE
"1474","L7","lexdec","word","high","high","5","waves",0.781,-0.247180129142451,TRUE
"1475","L7","lexdec","word","high","high","5","faced",0.782,-0.245900538436826,TRUE
"1476","L7","lexdec","word","high","high","6","washed",0.75,-0.287682072451781,TRUE
"1477","L7","lexdec","word","high","high","6","formed",0.704,-0.350976922824095,TRUE
"1478","L7","lexdec","word","high","high","4","tour",0.735,-0.3078847797693,TRUE
"1479","L7","lexdec","word","high","high","4","nose",0.594,-0.520875959619492,TRUE
"1480","L7","lexdec","word","high","high","5","homes",0.593,-0.522560879984412,TRUE
"1481","L7","lexdec","word","high","high","5","parts",0.657,-0.420071260497527,TRUE
"1482","L7","lexdec","word","high","high","5","train",0.687,-0.375420986759788,TRUE
"1483","L7","lexdec","word","high","high","6","faster",0.594,-0.520875959619492,TRUE
"1484","L7","lexdec","word","high","high","6","leaned",0.719,-0.32989392126109,TRUE
"1485","L7","lexdec","word","high","high","4","feed",0.781,-0.247180129142451,TRUE
"1486","L7","lexdec","word","high","high","4","ease",0.672,-0.397496938458987,TRUE
"1487","L7","lexdec","word","high","high","5","paint",0.671,-0.398986142010455,TRUE
"1488","L7","lexdec","word","high","high","5","track",0.625,-0.470003629245736,TRUE
"1489","L7","lexdec","word","high","high","5","games",0.516,-0.661648513500574,TRUE
"1490","L7","lexdec","word","high","high","6","stayed",0.516,-0.661648513500574,TRUE
"1491","L7","lexdec","word","high","high","6","showed",0.578,-0.54818141030976,TRUE
"1492","L7","lexdec","word","high","high","6","stated",0.891,-0.115410851511328,TRUE
"1493","L7","lexdec","nonword","high","low","4","vown",1.062,0.0601539228197471,TRUE
"1494","L7","lexdec","nonword","high","low","4","looc",0.656,-0.421594490038048,TRUE
"1495","L7","lexdec","nonword","high","low","5","zaste",0.641,-0.444725822061467,TRUE
"1496","L7","lexdec","nonword","high","low","5","wimed",1.219,0.198030850499135,TRUE
"1497","L7","lexdec","nonword","high","low","5","feeks",1.062,0.0601539228197471,TRUE
"1498","L7","lexdec","nonword","high","low","6","blaked",1.203,0.184818436992542,TRUE
"1499","L7","lexdec","nonword","high","low","4","draz",0.875,-0.133531392624523,TRUE
"1500","L7","lexdec","nonword","high","low","4","fims",0.765,-0.267879445155601,TRUE
"1501","L7","lexdec","nonword","high","low","4","mies",0.75,-0.287682072451781,TRUE
"1502","L7","lexdec","nonword","high","low","5","wumps",0.766,-0.266573109241546,TRUE
"1503","L7","lexdec","nonword","high","low","5","solts",0.891,-0.115410851511328,TRUE
"1504","L7","lexdec","nonword","high","low","6","blaved",1.375,0.318453731118535,TRUE
"1505","L7","lexdec","nonword","high","low","4","swav",0.781,-0.247180129142451,TRUE
"1506","L7","lexdec","nonword","high","low","4","bups",1.063,0.0610950993598108,TRUE
"1507","L7","lexdec","nonword","high","low","4","plap",0.656,-0.421594490038048,TRUE
"1508","L7","lexdec","nonword","high","low","5","geams",0.781,-0.247180129142451,TRUE
"1509","L7","lexdec","nonword","high","low","5","rairs",0.64,-0.446287102628419,TRUE
"1510","L7","lexdec","nonword","high","low","6","looned",0.734,-0.309246250367621,TRUE
"1511","L7","lexdec","nonword","high","low","6","cicked",0.844,-0.16960278438618,TRUE
"1512","L7","lexdec","nonword","high","low","4","waip",0.594,-0.520875959619492,TRUE
"1513","L7","lexdec","nonword","high","low","5","snall",1.219,0.198030850499135,TRUE
"1514","L7","lexdec","nonword","high","low","5","trile",1.265,0.235072122179483,TRUE
"1515","L7","lexdec","nonword","high","low","6","ginged",1.437,0.362557607096888,TRUE
"1516","L7","lexdec","nonword","high","low","6","zailed",0.797,-0.226900600191922,TRUE
"1517","L7","lexdec","word","high","low","4","cove",1.125,0.117783035656383,TRUE
"1518","L7","lexdec","word","high","low","4","curl",1.031,0.0305292050348228,TRUE
"1519","L7","lexdec","word","high","low","5","stark",0.75,-0.287682072451781,TRUE
"1520","L7","lexdec","word","high","low","5","rowed",0.969,-0.0314906670913708,TRUE
"1521","L7","lexdec","word","high","low","5","pears",1.625,0.485507815781701,TRUE
"1522","L7","lexdec","word","high","low","6","singer",1.015,0.0148886124937506,TRUE
"1523","L7","lexdec","word","high","low","6","fender",0.781,-0.247180129142451,TRUE
"1524","L7","lexdec","word","high","low","4","reed",0.609,-0.49593701127224,TRUE
"1525","L7","lexdec","word","high","low","4","teen",0.75,-0.287682072451781,TRUE
"1526","L7","lexdec","word","high","low","5","grate",0.797,-0.226900600191922,TRUE
"1527","L7","lexdec","word","high","low","5","shave",0.672,-0.397496938458987,TRUE
"1528","L7","lexdec","word","high","low","6","licked",0.657,-0.420071260497527,TRUE
"1529","L7","lexdec","word","high","low","6","lashes",0.984,-0.0161293819298836,TRUE
"1530","L7","lexdec","word","high","low","4","hike",0.735,-0.3078847797693,TRUE
"1531","L7","lexdec","word","high","low","5","tunes",0.734,-0.309246250367621,TRUE
"1532","L7","lexdec","word","high","low","5","forts",1,0,TRUE
"1533","L7","lexdec","word","high","low","5","scare",0.75,-0.287682072451781,TRUE
"1534","L7","lexdec","word","high","low","6","shakes",0.828,-0.188742124596877,TRUE
"1535","L7","lexdec","word","high","low","6","spared",0.812,-0.208254938820459,TRUE
"1536","L7","lexdec","word","high","low","6","paving",0.954,-0.0470916075338506,TRUE
"1537","L7","lexdec","word","high","low","4","melt",0.734,-0.309246250367621,TRUE
"1538","L7","lexdec","word","high","low","4","mend",0.781,-0.247180129142451,TRUE
"1539","L7","lexdec","word","high","low","5","berry",0.625,-0.470003629245736,TRUE
"1540","L7","lexdec","word","high","low","5","stale",0.735,-0.3078847797693,TRUE
"1541","L7","lexdec","word","high","low","5","bully",0.703,-0.352398387171472,TRUE
"1542","L7","lexdec","word","high","low","6","washes",0.75,-0.287682072451781,TRUE
"1543","L7","lexdec","word","high","low","6","winged",0.656,-0.421594490038048,TRUE
"1544","L7","lexdec","word","high","low","4","yell",0.625,-0.470003629245736,TRUE
"1545","L7","lexdec","word","high","low","4","zeal",1.046,0.0449733656427312,TRUE
"1546","L7","lexdec","word","high","low","5","waded",0.563,-0.574475650842447,TRUE
"1547","L7","lexdec","word","high","low","5","hatch",0.937,-0.0650719967437148,TRUE
"1548","L7","lexdec","word","high","low","5","packs",1,0,TRUE
"1549","L7","lexdec","word","high","low","6","ringed",1.015,0.0148886124937506,TRUE
"1550","L7","lexdec","nonword","low","high","4","zoae",0.547,-0.603306476560156,TRUE
"1551","L7","lexdec","nonword","low","high","4","xazz",0.828,-0.188742124596877,TRUE
"1552","L7","lexdec","nonword","low","high","5","psems",1.469,0.38458189719174,TRUE
"1553","L7","lexdec","nonword","low","high","6","knenge",0.812,-0.208254938820459,TRUE
"1554","L7","lexdec","nonword","low","high","4","muwf",0.797,-0.226900600191922,TRUE
"1555","L7","lexdec","nonword","low","high","4","wlus",0.703,-0.352398387171472,TRUE
"1556","L7","lexdec","nonword","low","high","4","aerd",0.625,-0.470003629245736,TRUE
"1557","L7","lexdec","nonword","low","high","5","stfte",0.671,-0.398986142010455,TRUE
"1558","L7","lexdec","nonword","low","high","5","yarzs",0.719,-0.32989392126109,TRUE
"1559","L7","lexdec","nonword","low","high","6","mhurch",0.656,-0.421594490038048,TRUE
"1560","L7","lexdec","nonword","low","high","6","sjints",1.016,0.0158733491562902,TRUE
"1561","L7","lexdec","nonword","low","high","6","nekved",1.094,0.0898407039997895,TRUE
"1562","L7","lexdec","nonword","low","high","4","zryf",0.687,-0.375420986759788,TRUE
"1563","L7","lexdec","nonword","low","high","4","nras",0.687,-0.375420986759788,TRUE
"1564","L7","lexdec","nonword","low","high","5","rogts",0.828,-0.188742124596877,TRUE
"1565","L7","lexdec","nonword","low","high","5","blavt",0.875,-0.133531392624523,TRUE
"1566","L7","lexdec","nonword","low","high","5","yleak",0.735,-0.3078847797693,TRUE
"1567","L7","lexdec","nonword","low","high","6","snoqze",0.969,-0.0314906670913708,TRUE
"1568","L7","lexdec","nonword","low","high","6","aooves",0.703,-0.352398387171472,TRUE
"1569","L7","lexdec","nonword","low","high","6","heeied",0.813,-0.207024169434327,TRUE
"1570","L7","lexdec","nonword","low","high","4","oxbs",0.891,-0.115410851511328,TRUE
"1571","L7","lexdec","nonword","low","high","4","sjiv",0.562,-0.576253429088446,TRUE
"1572","L7","lexdec","nonword","low","high","4","murw",0.782,-0.245900538436826,TRUE
"1573","L7","lexdec","nonword","low","high","5","pjach",0.64,-0.446287102628419,TRUE
"1574","L7","lexdec","nonword","low","high","5","sgoal",0.609,-0.49593701127224,TRUE
"1575","L7","lexdec","nonword","low","high","5","pikts",1.031,0.0305292050348228,TRUE
"1576","L7","lexdec","nonword","low","high","6","uifths",1.156,0.144965770250186,TRUE
"1577","L7","lexdec","nonword","low","high","6","menxge",0.688,-0.373966441048793,TRUE
"1578","L7","lexdec","nonword","low","high","4","dwrm",0.625,-0.470003629245736,TRUE
"1579","L7","lexdec","nonword","low","high","4","ioed",0.547,-0.603306476560156,TRUE
"1580","L7","lexdec","nonword","low","high","4","bhef",0.703,-0.352398387171472,TRUE
"1581","L7","lexdec","nonword","low","high","5","snohd",0.532,-0.631111789640493,TRUE
"1582","L7","lexdec","nonword","low","high","5","drous",0.844,-0.16960278438618,TRUE
"1583","L7","lexdec","nonword","low","high","6","glzzed",0.703,-0.352398387171472,TRUE
"1584","L7","lexdec","nonword","low","high","6","typlib",0.547,-0.603306476560156,TRUE
"1585","L7","lexdec","word","low","high","4","evil",0.547,-0.603306476560156,TRUE
"1586","L7","lexdec","word","low","high","4","drew",1.015,0.0148886124937506,TRUE
"1587","L7","lexdec","word","low","high","4","tree",0.766,-0.266573109241546,TRUE
"1588","L7","lexdec","word","low","high","5","steel",0.719,-0.32989392126109,TRUE
"1589","L7","lexdec","word","low","high","6","lifted",0.515,-0.663588378318401,TRUE
"1590","L7","lexdec","word","low","high","6","raised",0.625,-0.470003629245736,TRUE
"1591","L7","lexdec","word","low","high","4","unit",0.672,-0.397496938458987,TRUE
"1592","L7","lexdec","word","low","high","4","edge",0.704,-0.350976922824095,TRUE
"1593","L7","lexdec","word","low","high","5","funds",1.141,0.131905070879939,TRUE
"1594","L7","lexdec","word","low","high","5","queen",0.547,-0.603306476560156,TRUE
"1595","L7","lexdec","word","low","high","5","brief",0.922,-0.0812100554255432,TRUE
"1596","L7","lexdec","word","low","high","6","normal",0.75,-0.287682072451781,TRUE
"1597","L7","lexdec","word","low","high","6","handed",0.812,-0.208254938820459,TRUE
"1598","L7","lexdec","word","low","high","4","iron",1.265,0.235072122179483,TRUE
"1599","L7","lexdec","word","low","high","4","bird",0.672,-0.397496938458987,TRUE
"1600","L7","lexdec","word","low","high","5","dance",0.875,-0.133531392624523,TRUE
"1601","L7","lexdec","word","low","high","5","thick",0.766,-0.266573109241546,TRUE
"1602","L7","lexdec","word","low","high","5","towns",0.781,-0.247180129142451,TRUE
"1603","L7","lexdec","word","low","high","6","rolled",0.703,-0.352398387171472,TRUE
"1604","L7","lexdec","word","low","high","6","effort",0.64,-0.446287102628419,TRUE
"1605","L7","lexdec","word","low","high","6","cattle",0.531,-0.632993257740198,TRUE
"1606","L7","lexdec","word","low","high","4","glad",0.672,-0.397496938458987,TRUE
"1607","L7","lexdec","word","low","high","4","ends",0.75,-0.287682072451781,TRUE
"1608","L7","lexdec","word","low","high","4","duty",0.657,-0.420071260497527,TRUE
"1609","L7","lexdec","word","low","high","5","march",0.609,-0.49593701127224,TRUE
"1610","L7","lexdec","word","low","high","5","limit",0.625,-0.470003629245736,TRUE
"1611","L7","lexdec","word","low","high","6","gained",0.641,-0.444725822061467,TRUE
"1612","L7","lexdec","word","low","high","6","proved",0.641,-0.444725822061467,TRUE
"1613","L7","lexdec","word","low","high","4","onto",0.484,-0.725670372265505,TRUE
"1614","L7","lexdec","word","low","high","4","self",0.703,-0.352398387171472,TRUE
"1615","L7","lexdec","word","low","high","5","facts",0.609,-0.49593701127224,TRUE
"1616","L7","lexdec","word","low","high","5","chief",0.563,-0.574475650842447,TRUE
"1617","L7","lexdec","word","low","high","5","doors",0.781,-0.247180129142451,TRUE
"1618","L7","lexdec","word","low","high","6","motion",0.578,-0.54818141030976,TRUE
"1619","L7","lexdec","word","low","high","6","caused",0.641,-0.444725822061467,TRUE
"1620","L7","lexdec","nonword","low","low","4","keph",0.953,-0.048140375327935,TRUE
"1621","L7","lexdec","nonword","low","low","4","gurg",1.079,0.0760346862759976,TRUE
"1622","L7","lexdec","nonword","low","low","5","kwauc",1.172,0.158711691154821,TRUE
"1623","L7","lexdec","nonword","low","low","5","gilge",1.469,0.38458189719174,TRUE
"1624","L7","lexdec","nonword","low","low","6","cweate",0.766,-0.266573109241546,TRUE
"1625","L7","lexdec","nonword","low","low","6","sprour",1.375,0.318453731118535,TRUE
"1626","L7","lexdec","nonword","low","low","6","quetts",0.875,-0.133531392624523,TRUE
"1627","L7","lexdec","nonword","low","low","4","vabb",1.094,0.0898407039997895,TRUE
"1628","L7","lexdec","nonword","low","low","4","deuf",0.656,-0.421594490038048,TRUE
"1629","L7","lexdec","nonword","low","low","5","scaig",0.75,-0.287682072451781,TRUE
"1630","L7","lexdec","nonword","low","low","5","volms",0.984,-0.0161293819298836,TRUE
"1631","L7","lexdec","nonword","low","low","6","keched",0.829,-0.187535123846842,TRUE
"1632","L7","lexdec","nonword","low","low","6","skeech",0.953,-0.048140375327935,TRUE
"1633","L7","lexdec","nonword","low","low","4","dwek",0.766,-0.266573109241546,TRUE
"1634","L7","lexdec","nonword","low","low","4","hoac",0.735,-0.3078847797693,TRUE
"1635","L7","lexdec","nonword","low","low","5","grieg",0.703,-0.352398387171472,TRUE
"1636","L7","lexdec","nonword","low","low","5","yeece",1.125,0.117783035656383,TRUE
"1637","L7","lexdec","nonword","low","low","6","breked",0.984,-0.0161293819298836,TRUE
"1638","L7","lexdec","nonword","low","low","6","slaund",0.86,-0.150822889734584,TRUE
"1639","L7","lexdec","nonword","low","low","4","myde",0.875,-0.133531392624523,TRUE
"1640","L7","lexdec","nonword","low","low","4","dwur",0.625,-0.470003629245736,TRUE
"1641","L7","lexdec","nonword","low","low","4","zarc",0.579,-0.546452801409142,TRUE
"1642","L7","lexdec","nonword","low","low","5","yoarm",0.672,-0.397496938458987,TRUE
"1643","L7","lexdec","nonword","low","low","5","montz",0.704,-0.350976922824095,TRUE
"1644","L7","lexdec","nonword","low","low","5","scanx",0.75,-0.287682072451781,TRUE
"1645","L7","lexdec","nonword","low","low","6","whoals",0.734,-0.309246250367621,TRUE
"1646","L7","lexdec","nonword","low","low","6","fleste",0.687,-0.375420986759788,TRUE
"1647","L7","lexdec","nonword","low","low","4","truv",0.922,-0.0812100554255432,TRUE
"1648","L7","lexdec","nonword","low","low","4","naln",0.578,-0.54818141030976,TRUE
"1649","L7","lexdec","nonword","low","low","5","shond",0.735,-0.3078847797693,TRUE
"1650","L7","lexdec","nonword","low","low","5","shoth",0.703,-0.352398387171472,TRUE
"1651","L7","lexdec","nonword","low","low","6","sponts",0.969,-0.0314906670913708,TRUE
"1652","L7","lexdec","nonword","low","low","6","cruled",0.969,-0.0314906670913708,TRUE
"1653","L7","lexdec","nonword","low","low","6","froads",1.016,0.0158733491562902,TRUE
"1654","L7","lexdec","word","low","low","4","afar",1.047,0.0459289318883997,TRUE
"1655","L7","lexdec","word","low","low","5","abide",1.312,0.271552690521897,TRUE
"1656","L7","lexdec","word","low","low","6","summed",0.875,-0.133531392624523,TRUE
"1657","L7","lexdec","word","low","low","6","bolted",0.594,-0.520875959619492,TRUE
"1658","L7","lexdec","word","low","low","4","defy",1.062,0.0601539228197471,TRUE
"1659","L7","lexdec","word","low","low","4","oxen",0.579,-0.546452801409142,TRUE
"1660","L7","lexdec","word","low","low","4","grub",0.906,-0.0987159729391577,TRUE
"1661","L7","lexdec","word","low","low","5","irons",0.734,-0.309246250367621,TRUE
"1662","L7","lexdec","word","low","low","5","roast",0.703,-0.352398387171472,TRUE
"1663","L7","lexdec","word","low","low","5","ounce",0.766,-0.266573109241546,TRUE
"1664","L7","lexdec","word","low","low","6","inform",0.828,-0.188742124596877,TRUE
"1665","L7","lexdec","word","low","low","6","taxing",0.735,-0.3078847797693,TRUE
"1666","L7","lexdec","word","low","low","4","mesh",0.625,-0.470003629245736,TRUE
"1667","L7","lexdec","word","low","low","4","wrap",0.875,-0.133531392624523,TRUE
"1668","L7","lexdec","word","low","low","5","derby",1.093,0.0889262091944015,TRUE
"1669","L7","lexdec","word","low","low","5","baton",0.843,-0.170788320980282,TRUE
"1670","L7","lexdec","word","low","low","6","undone",0.593,-0.522560879984412,TRUE
"1671","L7","lexdec","word","low","low","6","fluent",0.687,-0.375420986759788,TRUE
"1672","L7","lexdec","word","low","low","6","larvae",0.829,-0.187535123846842,TRUE
"1673","L7","lexdec","word","low","low","4","oval",0.735,-0.3078847797693,TRUE
"1674","L7","lexdec","word","low","low","4","hazy",0.578,-0.54818141030976,TRUE
"1675","L7","lexdec","word","low","low","4","menu",0.625,-0.470003629245736,TRUE
"1676","L7","lexdec","word","low","low","5","clues",0.703,-0.352398387171472,TRUE
"1677","L7","lexdec","word","low","low","5","farce",0.969,-0.0314906670913708,TRUE
"1678","L7","lexdec","word","low","low","6","compel",0.656,-0.421594490038048,TRUE
"1679","L7","lexdec","word","low","low","6","glazed",0.688,-0.373966441048793,TRUE
"1680","L7","lexdec","word","low","low","6","wedged",0.843,-0.170788320980282,TRUE
"1681","L7","lexdec","word","low","low","4","glee",0.875,-0.133531392624523,TRUE
"1682","L7","lexdec","word","low","low","4","chef",0.625,-0.470003629245736,TRUE
"1683","L7","lexdec","word","low","low","5","hymns",0.578,-0.54818141030976,TRUE
"1684","L7","lexdec","word","low","low","5","reins",0.828,-0.188742124596877,TRUE
"1685","L7","lexdec","word","low","low","5","marsh",0.609,-0.49593701127224,TRUE
"1686","L7","lexdec","word","low","low","6","darted",0.625,-0.470003629245736,TRUE
"1687","L7","lexdec","word","low","low","6","spiced",0.547,-0.603306476560156,TRUE
"1688","L8","lexdec","nonword","high","high","4","xage",1.328,0.283674051054242,TRUE
"1689","L8","lexdec","nonword","high","high","4","haie",1.407,0.341459778132252,TRUE
"1690","L8","lexdec","nonword","high","high","5","iulls",1.312,0.271552690521897,TRUE
"1691","L8","lexdec","nonword","high","high","5","taies",1.265,0.235072122179483,TRUE
"1692","L8","lexdec","nonword","high","high","5","clajs",1.313,0.272314595320659,TRUE
"1693","L8","lexdec","nonword","high","high","6","uucked",1.578,0.456158222423683,TRUE
"1694","L8","lexdec","nonword","high","high","6","eapped",1.359,0.306749135169007,TRUE
"1695","L8","lexdec","nonword","high","high","6","seaqed",1.485,0.395414772254663,TRUE
"1696","L8","lexdec","nonword","high","high","4","eint",1.812,0.594431207620788,TRUE
"1697","L8","lexdec","nonword","high","high","4","iape",1.703,0.532391401680551,TRUE
"1698","L8","lexdec","nonword","high","high","4","tiue",1.328,0.283674051054242,TRUE
"1699","L8","lexdec","nonword","high","high","5","uands",1.391,0.330022912941306,TRUE
"1700","L8","lexdec","nonword","high","high","5","oines",1.438,0.363253259298855,TRUE
"1701","L8","lexdec","nonword","high","high","6","aumble",1.188,0.172271220940453,TRUE
"1702","L8","lexdec","nonword","high","high","6","leaoed",1.406,0.340748793388473,TRUE
"1703","L8","lexdec","nonword","high","high","4","uans",1.219,0.198030850499135,TRUE
"1704","L8","lexdec","nonword","high","high","4","braj",1.328,0.283674051054242,TRUE
"1705","L8","lexdec","nonword","high","high","5","ueans",1.437,0.362557607096888,TRUE
"1706","L8","lexdec","nonword","high","high","5","maqes",2.234,0.803793700647009,TRUE
"1707","L8","lexdec","nonword","high","high","6","grajes",1.813,0.594982931772714,TRUE
"1708","L8","lexdec","nonword","high","high","6","xashed",1.203,0.184818436992542,TRUE
"1709","L8","lexdec","nonword","high","high","6","staoes",1.391,0.330022912941306,TRUE
"1710","L8","lexdec","nonword","high","high","4","eush",1.219,0.198030850499135,TRUE
"1711","L8","lexdec","nonword","high","high","4","uabs",1.359,0.306749135169007,TRUE
